Summons Number,Violation Code
999070332139,-99
999070331871,-99
999070329463,-99
999070328290,-99
999070327582,-99
999070320095,-99
999070316810,-99
999070313248,-99
999070312657,-99
999070307741,-99
999070305616,-99
999070302615,-99
999070302044,-99
999070301490,-99
999070297280,-99
999070292312,-99
999070289842,-99
999070289192,-99
999070286622,-99
999070279629,-99
999070275478,-99
999070275272,-99
999070270377,-99
999070269739,-99
999070265369,-99
999070264067,-99
999070256642,-99
999070252600,-99
999070252016,-99
999070247963,-99
999070247409,-99
999070247252,-99
999070245711,-99
999070244949,-99
999070244652,-99
999070243799,-99
999070242011,-99
999070241912,-99
999070236187,-99
999070233320,-99
999070232388,-99
999070228841,-99
999070227204,-99
999070226996,-99
999070226558,-99
999070226480,-99
999070226194,-99
999070225463,-99
999070225232,-99
999070224732,-99
999070222371,-99
999070220430,-99
999070215720,-99
999070211154,-99
999070209640,-99
999070208477,-99
999070206808,-99
999070206780,-99
999070206341,-99
999070196645,-99
999070195318,-99
999070193681,-99
999070191222,-99
999070190310,-99
999070189598,-99
999070188922,-99
999070188363,-99
999070188223,-99
999070185945,-99
999070185799,-99
999070185374,-99
999070182944,-99
999070182257,-99
999070181198,-99
999070180418,-99
999070176490,-99
999070173839,-99
999070171211,-99
999070165806,-99
999070165466,-99
999070164851,-99
999070160274,-99
999070159510,-99
999070156910,-99
999070156866,-99
999070154948,-99
999070152678,-99
999070149151,-99
999070149011,-99
999070148638,-99
999070144888,-99
999070143458,-99
999070135747,-99
999070135358,-99
999070129371,-99
999070128974,-99
999070126151,-99
999070125419,-99
999070121281,-99
999070118956,-99
999070117095,-99
999070114318,-99
999070110672,-99
999070100654,-99
999070097722,-99
999070095518,-99
999070093730,-99
999070093479,-99
999070093273,-99
999070091252,-99
999070090302,-99
999070089804,-99
999070089075,-99
999070088230,-99
999070087121,-99
999070082240,-99
999070080679,-99
999070078818,-99
999070077267,-99
999070076846,-99
999070070789,-99
999070070698,-99
999070070091,-99
999070066350,-99
999070063645,-99
999070060206,-99
999070058753,-99
999070057499,-99
999070057270,-99
999070043427,-99
999070043180,-99
999070042745,-99
999070037932,-99
999070037191,-99
999070032363,-99
999070028050,-99
999070027379,-99
999070025401,-99
999070018433,-99
999070018020,-99
999070015250,-99
999070008348,-99
999070007460,-99
999070007459,-99
999070007435,-99
999069995761,-99
999069989499,-99
999069988914,-99
999069984430,-99
999069980848,-99
999069979871,-99
999069979718,-99
999069976730,-99
999069975865,-99
999069972414,-99
999069970880,-99
999069967534,-99
999069965719,-99
999069962287,-99
999069961787,-99
999069955568,-99
999069951071,-99
999069950200,-99
999069948916,-99
999069947020,-99
999069946270,-99
999069944224,-99
999069933883,-99
999069927380,-99
999069926283,-99
999069926155,-99
999069925278,-99
999069925205,-99
999069920529,-99
999069916034,-99
999069914074,-99
999069907380,-99
999069907290,-99
999069906971,-99
999069906132,-99
999069905668,-99
999069902448,-99
999069900221,-99
999069898925,-99
999069895948,-99
999069894956,-99
999069888518,-99
999069887174,-99
999069884860,-99
999069882530,-99
999069879967,-99
999069878926,-99
999069877661,-99
999069875664,-99
999069874507,-99
999069871543,-99
999069870009,-99
999069868507,-99
999069858964,-99
999069846822,-99
999069845969,-99
999069843869,-99
999069843377,-99
999069843353,-99
999069842129,-99
999069841149,-99
999069837171,-99
999069825016,-99
999069822155,-99
999069821254,-99
999069819600,-99
999069818220,-99
999069817925,-99
999069813257,-99
999069808950,-99
999069805080,-99
999069804104,-99
999069802375,-99
999069799108,-99
999069799017,-99
999069796235,-99
999069796089,-99
999069795012,-99
999069789826,-99
999069782595,-99
999069781943,-99
999069781499,-99
999069777137,-99
999069776923,-99
999069773030,-99
999069772930,-99
999069772164,-99
999069771240,-99
999069770052,-99
999069765597,-99
999069761622,-99
999069760368,-99
999069759020,-99
999069758714,-99
999069757527,-99
999069756043,-99
999069754848,-99
999069750351,-99
999069749750,-99
999069749105,-99
999069737693,-99
999069735441,-99
999069734151,-99
999069725563,-99
999069724297,-99
999069723074,-99
999069719861,-99
999069719502,-99
999069717669,-99
999069716471,-99
999069714425,-99
999069713391,-99
999069709764,-99
999069707470,-99
999069704250,-99
999069704006,-99
999069703609,-99
999069698432,-99
999069697749,-99
999069697166,-99
999069696484,-99
999069695546,-99
999069694712,-99
999069693926,-99
999069693483,-99
999069692790,-99
999069691085,-99
999069690494,-99
999069683192,-99
999069680609,-99
999069673848,-99
999069670239,-99
999069665219,-99
999069663107,-99
999069650290,-99
999069646894,-99
999069641045,-99
999069640971,-99
999069639142,-99
999069638940,-99
999069638496,-99
999069637017,-99
999069635070,-99
999069623730,-99
999069622191,-99
999069615800,-99
999069612150,-99
999069610450,-99
999069608157,-99
999069607591,-99
999069607050,-99
999069606392,-99
999069606380,-99
999069604176,-99
999069602076,-99
999069600857,-99
999069596982,-99
999069594043,-99
999069593865,-99
999069592435,-99
999069592307,-99
999069591248,-99
999069591078,-99
999069589291,-99
999069587956,-99
999069587257,-99
999069585212,-99
999069581607,-99
999069581309,-99
999069579364,-99
999069575012,-99
999069574354,-99
999069574330,-99
999069573210,-99
999069572874,-99
999069572084,-99
999069571973,-99
999069570816,-99
999069562819,-99
999069562406,-99
999069562170,-99
999069560045,-99
999069554161,-99
999069552747,-99
999069552322,-99
999069552309,-99
999069550957,-99
999069550337,-99
999069550295,-99
999069545767,-99
999069544623,-99
999069543412,-99
999069537140,-99
999069536638,-99
999069535701,-99
999069535105,-99
999069527431,-99
999069525987,-99
999069523528,-99
999069523103,-99
999069515696,-99
999069515490,-99
999069515416,-99
999069513535,-99
999069513195,-99
999069510900,-99
999069509763,-99
999069509374,-99
999069508450,-99
999069508114,-99
999069505587,-99
999069503128,-99
999069499952,-99
999069497281,-99
999069493639,-99
999069493214,-99
999069490845,-99
999069490470,-99
999069490171,-99
999069481637,-99
999069479813,-99
999069479205,-99
999069478857,-99
999069478146,-99
999069475509,-99
999069467197,-99
999069465528,-99
999069464664,-99
999069458457,-99
999069458093,-99
999069455584,-99
999069446250,-99
999069441998,-99
999069441329,-99
999069440570,-99
999069439888,-99
999069439268,-99
999069436838,-99
999069433448,-99
999069430484,-99
999069429949,-99
999069427710,-99
999069424484,-99
999069424083,-99
999069422104,-99
999069420491,-99
999069419956,-99
999069419348,-99
999069415525,-99
999069414697,-99
999069412950,-99
999069411180,-99
999069410448,-99
999069403730,-99
999069401381,-99
999069400765,-99
999069393610,-99
999069378711,-99
999069376775,-99
999069376349,-99
999069373282,-99
999069370773,-99
999069356715,-99
999069352345,-99
999069349267,-99
999069349036,-99
999069348019,-99
999069346321,-99
999069346187,-99
999069340616,-99
999069340331,-99
999069339523,-99
999069334483,-99
999069334290,-99
999069333326,-99
999069332553,-99
999069321452,-99
999069320071,-99
999069319287,-99
999069317667,-99
999069313595,-99
999069313546,-99
999069309350,-99
999069306414,-99
999069305100,-99
999069298790,-99
999069297000,-99
999069296470,-99
999069295295,-99
999069293109,-99
999069289090,-99
999069288096,-99
999069282045,-99
999069282010,-99
999069279502,-99
999069278704,-99
999069276847,-99
999069275624,-99
999069271060,-99
999069270353,-99
999069268474,-99
999069267639,-99
999069265473,-99
999069264006,-99
999069257944,-99
999069256162,-99
999069256095,-99
999069254955,-99
999069254931,-99
999069253811,-99
999069248803,-99
999069248359,-99
999069242655,-99
999069238172,-99
999069234180,-99
999069233976,-99
999069233940,-99
999069229079,-99
999069217259,-99
999069210769,-99
999069210599,-99
999069206985,-99
999069205981,-99
999069193796,-99
999069192792,-99
999069191702,-99
999069191155,-99
999069184590,-99
999069181757,-99
999069180297,-99
999069175927,-99
999069169332,-99
999069169009,-99
999069167694,-99
999069166574,-99
999069162854,-99
999069162052,-99
999069161473,-99
999069156891,-99
999069156490,-99
999069155930,-99
999069155096,-99
999069152083,-99
999069147816,-99
999069141905,-99
999069141310,-99
999069134482,-99
999069132620,-99
999069131900,-99
999069129530,-99
999069125961,-99
999069123113,-99
999069113314,-99
999069110647,-99
999069106097,-99
999069104878,-99
999069104854,-99
999069101490,-99
999069101439,-99
999069101336,-99
999069100253,-99
999069087054,-99
999069083577,-99
999069082391,-99
999069080655,-99
999069076287,-99
999069075374,-99
999069064571,-99
999069063979,-99
999069063025,-99
999069062264,-99
999069059381,-99
999069052600,-99
999069052568,-99
999069052337,-99
999069037865,-99
999069036903,-99
999069036344,-99
999069035182,-99
999069032156,-99
999069029637,-99
999069028840,-99
999069028268,-99
999069026600,-99
999069024445,-99
999069024184,-99
999069023799,-99
999069018019,-99
999069007230,-99
999069002530,-99
999069002437,-99
999068998699,-99
999068996022,-99
999068994748,-99
999068994347,-99
999068993148,-99
999068991840,-99
999068988566,-99
999068988463,-99
999068988323,-99
999068985334,-99
999068985188,-99
999068982072,-99
999068978913,-99
999068978160,-99
999068977313,-99
999068971190,-99
999068960799,-99
999068959761,-99
999068954143,-99
999068954064,-99
999068953229,-99
999068952584,-99
999068951105,-99
999068950241,-99
999068937285,-99
999068928697,-99
999068928521,-99
999068926408,-99
999068923055,-99
999068919945,-99
999068919234,-99
999068918217,-99
999068917407,-99
999068915150,-99
999068914911,-99
999068910796,-99
999068910176,-99
999068903688,-99
999068903380,-99
999068902805,-99
999068898863,-99
999068894468,-99
999068889631,-99
999068887828,-99
999068884347,-99
999068875048,-99
999068873570,-99
999068866618,-99
999068862741,-99
999068861876,-99
999068861049,-99
999068858403,-99
999068855980,-99
999068850635,-99
999068849311,-99
999068848136,-99
999068843126,-99
999068841750,-99
999068841737,-99
999068836560,-99
999068829968,-99
999068829920,-99
999068829440,-99
999068828277,-99
999068823541,-99
999068822342,-99
999068816147,-99
999068810868,-99
999068808000,-99
999068805990,-99
999068797669,-99
999068796203,-99
999068794541,-99
999068791564,-99
999068786283,-99
999068785606,-99
999068785552,-99
999068784950,-99
999068784250,-99
999068780293,-99
999068777257,-99
999068776186,-99
999068775765,-99
999068769212,-99
999068764615,-99
999068761894,-99
999068761183,-99
999068760920,-99
999068755651,-99
999068751591,-99
999068749973,-99
999068747514,-99
999068747496,-99
999068746224,-99
999068746091,-99
999068744938,-99
999068743946,-99
999068741986,-99
999068738616,-99
999068736425,-99
999068735871,-99
999068734672,-99
999068733527,-99
999068732602,-99
999068730540,-99
999068728489,-99
999068727461,-99
999068726626,-99
999068723510,-99
999068717110,-99
999068715940,-99
999068713190,-99
999068712937,-99
999068712871,-99
999068712421,-99
999068707942,-99
999068705131,-99
999068701782,-99
999068701060,-99
999068700595,-99
999068695769,-99
999068695034,-99
999068693839,-99
999068693554,-99
999068691740,-99
999068690280,-99
999068689745,-99
999068688248,-99
999068685648,-99
999068683597,-99
999068682969,-99
999068681643,-99
999068680810,-99
999068678322,-99
999068678139,-99
999068674766,-99
999068674341,-99
999068672964,-99
999068672289,-99
999068669618,-99
999068667981,-99
999068666022,-99
999068665947,-99
999068665534,-99
999068665121,-99
999068664219,-99
999068659996,-99
999068659297,-99
999068658190,-99
999068654500,-99
999068654366,-99
999068651535,-99
999068650464,-99
999068646760,-99
999068646096,-99
999068645626,-99
999068643423,-99
999068640549,-99
999068635657,-99
999068629517,-99
999068629463,-99
999068627776,-99
999068623643,-99
999068622031,-99
999068617898,-99
999068614137,-99
999068613285,-99
999068608850,-99
999068607984,-99
999068606049,-99
999068605471,-99
999068604200,-99
999068600382,-99
999068596184,-99
999068588783,-99
999068583670,-99
999068581089,-99
999068581053,-99
999068580772,-99
999068578017,-99
999068576630,-99
999068575697,-99
999068571850,-99
999068570997,-99
999068565540,-99
999068562642,-99
999068562149,-99
999068554013,-99
999068548414,-99
999068545978,-99
999068545905,-99
999068544068,-99
999068542357,-99
999068541171,-99
999068536850,-99
999068535766,-99
999068533459,-99
999068532650,-99
999068525906,-99
999068520740,-99
999068515391,-99
999068514647,-99
999068510990,-99
999068510903,-99
999068510277,-99
999068507199,-99
999068499506,-99
999068499312,-99
999068495781,-99
999068487115,-99
999068485623,-99
999068483249,-99
999068482970,-99
999068482865,-99
999068481071,-99
999068480911,-99
999068478229,-99
999068476312,-99
999068475642,-99
999068473578,-99
999068469988,-99
999068469400,-99
999068466549,-99
999068463007,-99
999068462982,-99
999068454912,-99
999068451560,-99
999068450098,-99
999068448109,-99
999068447968,-99
999068446678,-99
999068442790,-99
999068441644,-99
999068441000,-99
999068440135,-99
999068437100,-99
999068435930,-99
999068434743,-99
999068430129,-99
999068427052,-99
999068425614,-99
999068424828,-99
999068417150,-99
999068411202,-99
999068408665,-99
999068407223,-99
999068406851,-99
999068397151,-99
999068395750,-99
999068395658,-99
999068391045,-99
999068389970,-99
999068388046,-99
999068386554,-99
999068385641,-99
999068375696,-99
999068372646,-99
999068370376,-99
999068369295,-99
999068368590,-99
999068367031,-99
999068366786,-99
999068365484,-99
999068365320,-99
999068362926,-99
999068360899,-99
999068357384,-99
999068355958,-99
999068355922,-99
999068355399,-99
999068355363,-99
999068351564,-99
999068350420,-99
999068348012,-99
999068347184,-99
999068344985,-99
999068344195,-99
999068342344,-99
999068342022,-99
999068339928,-99
999068338717,-99
999068333010,-99
999068332922,-99
999068331760,-99
999068330718,-99
999068330226,-99
999068328700,-99
999068319279,-99
999068319267,-99
999068314350,-99
999068314245,-99
999068312595,-99
999068312133,-99
999068310859,-99
999068308646,-99
999068305104,-99
999068304653,-99
999068303946,-99
999068303521,-99
999068302772,-99
999068300430,-99
999068299682,-99
999068297508,-99
999068295512,-99
999068295494,-99
999068293345,-99
999068291452,-99
999068290290,-99
999068289329,-99
999068286651,-99
999068275604,-99
999068274442,-99
999068273050,-99
999068270448,-99
999068269770,-99
999068267644,-99
999068267206,-99
999068261083,-99
999068258709,-99
999068258448,-99
999068258370,-99
999068256981,-99
999068254935,-99
999068253530,-99
999068250449,-99
999068244796,-99
999068242672,-99
999068240006,-99
999068234985,-99
999068233294,-99
999068232393,-99
999068229357,-99
999068226575,-99
999068225170,-99
999068224116,-99
999068223653,-99
999068221887,-99
999068221632,-99
999068217999,-99
999068215620,-99
999068215024,-99
999068214317,-99
999068209759,-99
999068207465,-99
999068206023,-99
999068192541,-99
999068191317,-99
999068190362,-99
999068186644,-99
999068184763,-99
999068183965,-99
999068182560,-99
999068182225,-99
999068181610,-99
999068181555,-99
999068181282,-99
999068178386,-99
999068173704,-99
999068173261,-99
999068173236,-99
999068171951,-99
999068170521,-99
999068170259,-99
999068163681,-99
999068154710,-99
999068153547,-99
999068151861,-99
999068146282,-99
999068145617,-99
999068143918,-99
999068143062,-99
999068141971,-99
999068140048,-99
999068136598,-99
999068132611,-99
999068132283,-99
999068132052,-99
999068130493,-99
999068120281,-99
999068118869,-99
999068111103,-99
999068109625,-99
999068109005,-99
999068103957,-99
999068093058,-99
999068090070,-99
999068089985,-99
999068080507,-99
999068078793,-99
999068078409,-99
999068072195,-99
999068067916,-99
999068064617,-99
999068063420,-99
999068062694,-99
999068059300,-99
999068057870,-99
999068053980,-99
999068053607,-99
999068050667,-99
999068044448,-99
999068043857,-99
999068042488,-99
999068040959,-99
999068039465,-99
999068038850,-99
999068038059,-99
999068020535,-99
999068020389,-99
999068017391,-99
999068010670,-99
999068010360,-99
999068009369,-99
999068005534,-99
999067999623,-99
999067999453,-99
999067997730,-99
999067996040,-99
999067995253,-99
999067992999,-99
999067991636,-99
999067988900,-99
999067986550,-99
999067985612,-99
999067980912,-99
999067980470,-99
999067980195,-99
999067979375,-99
999067972642,-99
999067971595,-99
999067970499,-99
999067970098,-99
999067969436,-99
999067968997,-99
999067967774,-99
999067965479,-99
999067959972,-99
999067956880,-99
999067952280,-99
999067951304,-99
999067949978,-99
999067948354,-99
999067944567,-99
999067944245,-99
999067942121,-99
999067939249,-99
999067933752,-99
999067929025,-99
999067928215,-99
999067926577,-99
999067916493,-99
999067915919,-99
999067914502,-99
999067914381,-99
999067912578,-99
999067911835,-99
999067910958,-99
999067906694,-99
999067903360,-99
999067900760,-99
999067899604,-99
999067898417,-99
999067898223,-99
999067898016,-99
999067896743,-99
999067890480,-99
999067889090,-99
999067888126,-99
999067887780,-99
999067883530,-99
999067883050,-99
999067879940,-99
999067879022,-99
999067877906,-99
999067876367,-99
999067870468,-99
999067866167,-99
999067866155,-99
999067866039,-99
999067862332,-99
999067860001,-99
999067859722,-99
999067859412,-99
999067859229,-99
999067858055,-99
999067858006,-99
999067857786,-99
999067857427,-99
999067856459,-99
999067855169,-99
999067847940,-99
999067845310,-99
999067845140,-99
999067843714,-99
999067840038,-99
999067838949,-99
999067836254,-99
999067835766,-99
999067834970,-99
999067833617,-99
999067830756,-99
999067830197,-99
999067825451,-99
999067822516,-99
999067822504,-99
999067820593,-99
999067820064,-99
999067818525,-99
999067814234,-99
999067809275,-99
999067795756,-99
999067790590,-99
999067790000,-99
999067783742,-99
999067782579,-99
999067782348,-99
999067780200,-99
999067778000,-99
999067777663,-99
999067776713,-99
999067776099,-99
999067774110,-99
999067768674,-99
999067760470,-99
999067755783,-99
999067755308,-99
999067752988,-99
999067752654,-99
999067750864,-99
999067747970,-99
999067746137,-99
999067744773,-99
999067743434,-99
999067739777,-99
999067737999,-99
999067735334,-99
999067731651,-99
999067728056,-99
999067721980,-99
999067719031,-99
999067718762,-99
999067718440,-99
999067717587,-99
999067717046,-99
999067715852,-99
999067713405,-99
999067712176,-99
999067709220,-99
999067708938,-99
999067708409,-99
999067706334,-99
999067703953,-99
999067702432,-99
999067702330,-99
999067700629,-99
999067696213,-99
999067695919,-99
999067694162,-99
999067693935,-99
999067685173,-99
999067682561,-99
999067681787,-99
999067670558,-99
999067669593,-99
999067668710,-99
999067661296,-99
999067658443,-99
999067656185,-99
999067655624,-99
999067655338,-99
999067653100,-99
999067651333,-99
999067650262,-99
999067647986,-99
999067646910,-99
999067643531,-99
999067643350,-99
999067642538,-99
999067632090,-99
999067628505,-99
999067627756,-99
999067625360,-99
999067623428,-99
999067619255,-99
999067618159,-99
999067618007,-99
999067616795,-99
999067612054,-99
999067612029,-99
999067608580,-99
999067605578,-99
999067601354,-99
999067595846,-99
999067595780,-99
999067593989,-99
999067593448,-99
999067593394,-99
999067592973,-99
999067589998,-99
999067588507,-99
999067588106,-99
999067587436,-99
999067585981,-99
999067585350,-99
999067582890,-99
999067580788,-99
999067580119,-99
999067577480,-99
999067577420,-99
999067574806,-99
999067571222,-99
999067567991,-99
999067566676,-99
999067565477,-99
999067559805,-99
999067555022,-99
999067554017,-99
999067542660,-99
999067541278,-99
999067538073,-99
999067536106,-99
999067532046,-99
999067531870,-99
999067531169,-99
999067526460,-99
999067515553,-99
999067514767,-99
999067508615,-99
999067506771,-99
999067506023,-99
999067502467,-99
999067502339,-99
999067499742,-99
999067497964,-99
999067485500,-99
999067480472,-99
999067480149,-99
999067479986,-99
999067479410,-99
999067476985,-99
999067476675,-99
999067475361,-99
999067472566,-99
999067472554,-99
999067472499,-99
999067469555,-99
999067468332,-99
999067460620,-99
999067455064,-99
999067452609,-99
999067451850,-99
999067450224,-99
999067449611,-99
999067449106,-99
999067445952,-99
999067445757,-99
999067439757,-99
999067439060,-99
999067438388,-99
999067437761,-99
999067429600,-99
999067425310,-99
999067425229,-99
999067423804,-99
999067422757,-99
999067421315,-99
999067417221,-99
999067415273,-99
999067412958,-99
999067411504,-99
999067407094,-99
999067406788,-99
999067400312,-99
999067397090,-99
999067395535,-99
999067387708,-99
999067385104,-99
999067382929,-99
999067382565,-99
999067382486,-99
999067381688,-99
999067375380,-99
999067374519,-99
999067373953,-99
999067371762,-99
999067371658,-99
999067369720,-99
999067367321,-99
999067360170,-99
999067359476,-99
999067358873,-99
999067356165,-99
999067352214,-99
999067350084,-99
999067348247,-99
999067347310,-99
999067345428,-99
999067337481,-99
999067332422,-99
999067328716,-99
999067327906,-99
999067324516,-99
999067322428,-99
999067319510,-99
999067318700,-99
999067313555,-99
999067311686,-99
999067310359,-99
999067308833,-99
999067307970,-99
999067307180,-99
999067306605,-99
999067305443,-99
999067298797,-99
999067297148,-99
999067292138,-99
999067292011,-99
999067291511,-99
999067290002,-99
999067289255,-99
999067287015,-99
999067278117,-99
999067276923,-99
999067276157,-99
999067275633,-99
999067269761,-99
999067269311,-99
999067269165,-99
999067268628,-99
999067264775,-99
999067264015,-99
999067263114,-99
999067259937,-99
999067259585,-99
999067257280,-99
999067256523,-99
999067255786,-99
999067255555,-99
999067255191,-99
999067247522,-99
999067245069,-99
999067242100,-99
999067238715,-99
999067238466,-99
999067237190,-99
999067236159,-99
999067235805,-99
999067235118,-99
999067230376,-99
999067230285,-99
999067229829,-99
999067229659,-99
999067227936,-99
999067227663,-99
999067224108,-99
999067219691,-99
999067215030,-99
999067214980,-99
999067213469,-99
999067212076,-99
999067210699,-99
999067207640,-99
999067206799,-99
999067206416,-99
999067200189,-99
999067190512,-99
999067187320,-99
999067177570,-99
999067176783,-99
999067174439,-99
999067174427,-99
999067173538,-99
999067164290,-99
999067163193,-99
999067162474,-99
999067159451,-99
999067155019,-99
999067153874,-99
999067151117,-99
999067150356,-99
999067146407,-99
999067144393,-99
999067142748,-99
999067139040,-99
999067138459,-99
999067135938,-99
999067134739,-99
999067134132,-99
999067129379,-99
999067124473,-99
999067123122,-99
999067117560,-99
999067109460,-99
999067107803,-99
999067106677,-99
999067105144,-99
999067103494,-99
999067100614,-99
999067097779,-99
999067095758,-99
999067093762,-99
999067092551,-99
999067090943,-99
999067090104,-99
999067089916,-99
999067089321,-99
999067088286,-99
999067087592,-99
999067087385,-99
999067087300,-99
999067080482,-99
999067068664,-99
999067067337,-99
999067067179,-99
999067065006,-99
999067062753,-99
999067061281,-99
999067057915,-99
999067057691,-99
999067055750,-99
999067055396,-99
999067054057,-99
999067050090,-99
999067042882,-99
999067041440,-99
999067040630,-99
999067040502,-99
999067039251,-99
999067036523,-99
999067036134,-99
999067035919,-99
999067034903,-99
999067032414,-99
999067025410,-99
999067020746,-99
999067020473,-99
999067020254,-99
999067018570,-99
999067011629,-99
999067011605,-99
999067010480,-99
999067010340,-99
999067008916,-99
999067002896,-99
999066997795,-99
999066997412,-99
999066997382,-99
999066989993,-99
999066989221,-99
999066989130,-99
999066987819,-99
999066987315,-99
999066986669,-99
999066985926,-99
999066982548,-99
999066981775,-99
999066981477,-99
999066981210,-99
999066979811,-99
999066979215,-99
999066977164,-99
999066975623,-99
999066968035,-99
999066967810,-99
999066965290,-99
999066963530,-99
999066945308,-99
999066943634,-99
999066942459,-99
999066941650,-99
999066941212,-99
999066941169,-99
999066939382,-99
999066938754,-99
999066936125,-99
999066933094,-99
999066931980,-99
999066931334,-99
999066926971,-99
999066922023,-99
999066918871,-99
999066916734,-99
999066913216,-99
999066912110,-99
999066904161,-99
999066903417,-99
999066900829,-99
999066900738,-99
999066900260,-99
999066896954,-99
999066892055,-99
999066891970,-99
999066891804,-99
999066891373,-99
999066890940,-99
999066884241,-99
999066882165,-99
999066881008,-99
999066880480,-99
999066880284,-99
999066879786,-99
999066879520,-99
999066879221,-99
999066877996,-99
999066877121,-99
999066875914,-99
999066875185,-99
999066873061,-99
999066871271,-99
999066866731,-99
999066865933,-99
999066865556,-99
999066863092,-99
999066860339,-99
999066858199,-99
999066857924,-99
999066857456,-99
999066847803,-99
999066847049,-99
999066844887,-99
999066844530,-99
999066839806,-99
999066839570,-99
999066829862,-99
999066829011,-99
999066827956,-99
999066826332,-99
999066820433,-99
999066818104,-99
999066816740,-99
999066814925,-99
999066814597,-99
999066812783,-99
999066811675,-99
999066808421,-99
999066808196,-99
999066801189,-99
999066798671,-99
999066798099,-99
999066793703,-99
999066788719,-99
999066787752,-99
999066787211,-99
999066786668,-99
999066785160,-99
999066776377,-99
999066774824,-99
999066773467,-99
999066772153,-99
999066771902,-99
999066768423,-99
999066767730,-99
999066765847,-99
999066765793,-99
999066762986,-99
999066761519,-99
999066760862,-99
999066760369,-99
999066754448,-99
999066751710,-99
999066751356,-99
999066750418,-99
999066748588,-99
999066747377,-99
999066744790,-99
999066743207,-99
999066738455,-99
999066735156,-99
999066724298,-99
999066722484,-99
999066721285,-99
999066721066,-99
999066705036,-99
999066702965,-99
999066699978,-99
999066696837,-99
999066696746,-99
999066696266,-99
999066692704,-99
999066689298,-99
999066681329,-99
999066677880,-99
999066672584,-99
999066672341,-99
999066664435,-99
999066663789,-99
999066662025,-99
999066658060,-99
999066656440,-99
999066650291,-99
999066649185,-99
999066648211,-99
999066648065,-99
999066641204,-99
999066640753,-99
999066639015,-99
999066637912,-99
999066636610,-99
999066636427,-99
999066635721,-99
999066635538,-99
999066634583,-99
999066634534,-99
999066633566,-99
999066630371,-99
999066625351,-99
999066622362,-99
999066617240,-99
999066614547,-99
999066603574,-99
999066602247,-99
999066601632,-99
999066599340,-99
999066598610,-99
999066598086,-99
999066597501,-99
999066595802,-99
999066595152,-99
999066592552,-99
999066591602,-99
999066589553,-99
999066589322,-99
999066589243,-99
999066588998,-99
999066587064,-99
999066585146,-99
999066578130,-99
999066577794,-99
999066577757,-99
999066573466,-99
999066573170,-99
999066572838,-99
999066570910,-99
999066570453,-99
999066567843,-99
999066566085,-99
999066563023,-99
999066562420,-99
999066561348,-99
999066560769,-99
999066557590,-99
999066557539,-99
999066555142,-99
999066554708,-99
999066552694,-99
999066550168,-99
999066548990,-99
999066546104,-99
999066545318,-99
999066536949,-99
999066533493,-99
999066531423,-99
999066530406,-99
999066529957,-99
999066527675,-99
999066524996,-99
999066523839,-99
999066523086,-99
999066520723,-99
999066520280,-99
999066514530,-99
999066513962,-99
999066507044,-99
999066504584,-99
999066499825,-99
999066494906,-99
999066493094,-99
999066488013,-99
999066486016,-99
999066485449,-99
999066483623,-99
999066483428,-99
999066480208,-99
999066477143,-99
999066476588,-99
999066470045,-99
999066469584,-99
999066467836,-99
999066467526,-99
999066467186,-99
999066465931,-99
999066463004,-99
999066460702,-99
999066460313,-99
999066454611,-99
999066451828,-99
999066445282,-99
999066444319,-99
999066443911,-99
999066441902,-99
999066440405,-99
999066438617,-99
999066436505,-99
999066436268,-99
999066432512,-99
999066429150,-99
999066427723,-99
999066420870,-99
999066419088,-99
999066418461,-99
999066416919,-99
999066415344,-99
999066413256,-99
999066412677,-99
999066411624,-99
999066411429,-99
999066409034,-99
999066406550,-99
999066405272,-99
999066404383,-99
999066402611,-99
999066401345,-99
999066401035,-99
999066399429,-99
999066398498,-99
999066394092,-99
999066388882,-99
999066388146,-99
999066385819,-99
999066382521,-99
999066381474,-99
999066380676,-99
999066378499,-99
999066373775,-99
999066371080,-99
999066363216,-99
999066358490,-99
999066358415,-99
999066352231,-99
999066351755,-99
999066350258,-99
999066349943,-99
999066346735,-99
999066344386,-99
999066344209,-99
999066343643,-99
999066343620,-99
999066342213,-99
999066342043,-99
999066335142,-99
999066334009,-99
999066332128,-99
999066330983,-99
999066330776,-99
999066321507,-99
999066321131,-99
999066320886,-99
999066317863,-99
999066308059,-99
999066299101,-99
999066296161,-99
999066292842,-99
999066292180,-99
999066291060,-99
999066290705,-99
999066289340,-99
999066289144,-99
999066286684,-99
999066285047,-99
999066283518,-99
999066281741,-99
999066279370,-99
999066278882,-99
999066276095,-99
999066269479,-99
999066269443,-99
999066259814,-99
999066251827,-99
999066246327,-99
999066240003,-99
999066237790,-99
999066237004,-99
999066233084,-99
999066232870,-99
999066230629,-99
999066230496,-99
999066229202,-99
999066227450,-99
999066226377,-99
999066221033,-99
999066218769,-99
999066214478,-99
999066214235,-99
999066212664,-99
999066211003,-99
999066203389,-99
999066202063,-99
999066201046,-99
999066199714,-99
999066197705,-99
999066197365,-99
999066191508,-99
999066190334,-99
999066187852,-99
999066186781,-99
999066182398,-99
999066180547,-99
999066178190,-99
999066176866,-99
999066175977,-99
999066175709,-99
999066173646,-99
999066172733,-99
999066170232,-99
999066168870,-99
999066165546,-99
999066163604,-99
999066162053,-99
999066161309,-99
999066159327,-99
999066159303,-99
999066152692,-99
